Name,Ticker,Country,Amount
Stadler Rail AG Registered Shares,SRAIL,Switzerland,0.00%
SoftwareONE Holding AG Ordinary Shares,SWON,Switzerland,0.00%
John Laing Group PLC,JLG,United Kingdom,0.00%
RTL Group SA,RRTL,Germany,0.00%
COFCO Joycome Foods Ltd Ordinary Shares,01610,China,0.00%
REC Ltd,532955,India,0.00%
BRP Inc,DOO,Canada,0.00%
IGO Ltd,IGO,Australia,0.00%
Nine Entertainment Co. Holdings Ltd,NEC,Australia,0.00%
Shinko Electric Industries Co Ltd,6967,Japan,0.00%
Shriram Transport Finance Co Ltd,SRTRANSFIN,India,0.00%
Motherson Sumi Systems Ltd,MOTHERSUMI,India,0.00%
Balkrishna Industries Ltd,BALKRISIND,India,0.00%
Asahi Holdings Inc,5857,Japan,0.00%
Money Forward Inc Ordinary Shares,3994,Japan,0.00%
Seven Group Holdings Ltd,SVW,Australia,0.00%
Nova Measuring Instruments Ltd,NVMI,Taiwan,0.00%
GB Group PLC,GBG,United Kingdom,0.00%
Kasikornbank Public Co Ltd DR,KBANK-R,Thailand,0.00%
Page Industries Ltd,532827,India,0.00%
SRF Ltd,SRF,India,0.00%
Zee Entertainment Enterprises Ltd,ZEEL,India,0.00%
DLF Ltd,532868,India,0.00%
Petronet LNG Ltd,532522,India,0.00%
Reliance Worldwide Corp Ltd,RWC,United States,0.00%
Ever Sunshine Lifestyle Services Group Ltd,01995,China,0.00%
Capital Power Corp,CPX,Canada,0.00%
InterGlobe Aviation Ltd,INDIGO,India,0.00%
Metcash Ltd,MTS,Australia,0.00%
Milbon Co Ltd,4919,Japan,0.00%
Alony-Hetz Properties & Investments Ltd,ALHE,Israel,0.00%
Sosei Group Corp,4565,Japan,0.00%
Ruentex Development Co Ltd,9945,Taiwan,0.00%
Nishimatsuya Chain Co Ltd,7545,Japan,0.00%
Credit Corp Group Ltd,CCP,Australia,0.00%
Chicony Electronics Co Ltd,2385,Taiwan,0.00%
Tainan Spinning Co Ltd,1440,Taiwan,0.00%
National Bank of Greece SA,ETE,Greece,0.00%
JB Financial Group Co Ltd,175330,South Korea,0.00%
Transcontinental Inc Class A,TCL.A,Canada,0.00%
King Yuan Electronics Co Ltd,2449,Taiwan,0.00%
Colbun SA,COLBUN,Chile,0.00%
Super Retail Group Ltd,SUL,Australia,0.00%
iNtRON Biotechnology Inc,048530,South Korea,0.00%
ACC Ltd,500410,India,0.00%
Genting Plantations Bhd,2291,Malaysia,0.00%
Glenmark Pharmaceuticals Ltd,532296,India,0.00%
Sao Martinho SA,SMTO3,Brazil,0.00%
Alpha Bank AE,ALPHA,Greece,0.00%
AMMB Holdings Bhd,1015,Malaysia,0.00%
Life Healthcare Group Holdings Ltd,LHC,South Africa,0.00%
Grupo Carso SAB de CV Class A1,GCARSOA1,Mexico,0.00%
Kanematsu Corp,8020,Japan,0.00%
Nippon Soda Co Ltd,4041,Japan,0.00%
Ambuja Cements Ltd,500425,India,0.00%
Torrent Pharmaceuticals Ltd,TORNTPHARM,India,0.00%
Totvs SA,TOTS3,Brazil,0.00%
Larsen & Toubro Infotech Ltd,540005,India,0.00%
GMR Infrastructure Ltd,532754,India,0.00%
Viva Energy Group Ltd Ordinary Shares,VEA,Australia,0.00%
Taiwan Secom Co Ltd,9917,Taiwan,0.00%
Sanken Electric Co Ltd,6707,Japan,0.00%
Japan Lifeline Co Ltd,7575,Japan,0.00%
Kawasaki Kisen Kaisha Ltd,9107,Japan,0.00%
Vodafone Idea Ltd,532822,India,0.00%
IRB Brasil Resseguros SA,IRBR3,Brazil,0.00%
Topcon Corp,7732,Japan,0.00%
Darfon Electronics Corp,8163,Taiwan,0.00%
St Barbara Ltd,SBM,Australia,0.00%
Apollo Tyres Ltd,500877,India,0.00%
Toppan Forms Co Ltd,7862,Japan,0.00%
Bolsa Mexicana de Valores SAB de CV Class A,BOLSAA,Mexico,0.00%
LegoChem Biosciences Inc,141080,South Korea,0.00%
Infocom Corp,4348,Japan,0.00%
Sany Heavy Equipment International Holdings Co Ltd,00631,China,0.00%
Helical PLC,HLCL,United Kingdom,0.00%
Equitable Group Inc,EQB,Canada,0.00%
Cronos Group Inc,CRON,Canada,0.00%
Wesdome Gold Mines Ltd,WDO,Canada,0.00%
Huaku Development Co Ltd,2548,Taiwan,0.00%
CESP - Cia Energetica de Sao Paulo Participating Preferred,CESP6,Brazil,0.00%
JINS Holdings Inc,3046,Japan,0.00%
MRV Engenharia e Participacoes SA,MRVE3,Brazil,0.00%
Hogy Medical Co Ltd,3593,Japan,0.00%
Hanall Biopharma Co Ltd,009420,South Korea,0.00%
Melco International Development Ltd,00200,Hong Kong,0.00%
Corporate Travel Management Ltd,CTD,Australia,0.00%
Maruha Nichiro Corp,1333,Japan,0.00%
Hyakugo Bank Ltd,8368,Japan,0.00%
Colowide Co Ltd,7616,Japan,0.00%
Regis Resources Ltd,RRL,Australia,0.00%
Standard Foods Corp,1227,Taiwan,0.00%
Meidensha Corp,6508,Japan,0.00%
Taiwan Semiconductor Co Ltd,5425,Taiwan,0.00%
Corporacion Financiera Colombiana SA,CORFICOLCF,Colombia,0.00%
International CSRC Investment Holdings Co Ltd,2104,Taiwan,0.00%
Tokai Tokyo Financial Holdings Inc,8616,Japan,0.00%
GUD Holdings Ltd,GUD,Australia,0.00%
Ta Chen Stainless Pipe Co Ltd,2027,Taiwan,0.00%
Makalot Industrial Co Ltd,1477,Taiwan,0.00%
Kambi Group PLC B,KAMBI,Malta,0.00%
Lucky Cement Ltd,LUCK,Pakistan,0.00%
Shapir Engineering and Industry Ltd,SPEN,Israel,0.00%
Paz Oil Co Ltd,PZOL,Israel,0.00%
XinTec Inc,3374,Taiwan,0.00%
Learning Technologies Group PLC,LTG,United Kingdom,0.00%
Hokuto Corp,1379,Japan,0.00%
Krung Thai Bank PCL DR,KTB-R,Thailand,0.00%
Dr. Lal PathLabs Ltd,LALPATHLAB,India,0.00%
Nishimatsu Construction Co Ltd,1820,Japan,0.00%
PT Sarana Menara Nusantara Tbk,TOWR,Indonesia,0.00%
Melisron Ltd,MLSR,Israel,0.00%
IOOF Holdings Ltd,IFL,Australia,0.00%
Sitronix Technology Corp,8016,Taiwan,0.00%
Cogeco Communications Inc,CCA,Canada,0.00%
Kpj Healthcare Bhd,5878,Malaysia,0.00%
Digital Arts Inc,2326,Japan,0.00%
AU Small Finance Bank Ltd,540611,India,0.00%
CMG Pharmaceutical Co Ltd,058820,South Korea,0.00%
Iriso Electronics Co Ltd,6908,Japan,0.00%
Yangzijiang Shipbuilding (Holdings) Ltd,BS6,China,0.00%
Dhani Services Ltd,532960,India,0.00%
Nihon Parkerizing Co Ltd,4095,Japan,0.00%
Garnd Pacific Petrochemical Corp,1312,Taiwan,0.00%
Shui On Land Ltd,00272,China,0.00%
Sangetsu Corp,8130,Japan,0.00%
RORZE Corp,6323,Japan,0.00%
Pendal Group Ltd,PDL,Australia,0.00%
Indus Towers Ltd Ordinary Shares,534816,India,0.00%
Per Aarsleff Holding A/S B,PAAL B,Denmark,0.00%
Tube Investments of India Ltd Ordinary Shares,540762,India,0.00%
InvoCare Ltd,IVC,Australia,0.00%
Procter & Gamble Health Ltd,500126,India,0.00%
Pro Medicus Ltd,PME,Australia,0.00%
Global Unichip Corp,3443,Taiwan,0.00%
Duratex SA,DTEX3,Brazil,0.00%
M&A Capital Partners Co Ltd,6080,Japan,0.00%
Embraer SA,EMBR3,Brazil,0.00%
Airport City Ltd,ARPT,Israel,0.00%
Hota Industrial Mfg Co Ltd,1536,Taiwan,0.00%
FDC Ltd,531599,India,0.00%
Digital China Holdings Ltd,00861,Hong Kong,0.00%
Fu Shou Yuan International Group Ltd,01448,China,0.00%
Healius Ltd,HLS,Australia,0.00%
Muthoot Finance Ltd,533398,India,0.00%
BR Malls Participacoes SA,BRML3,Brazil,0.00%
Lotes Co Ltd,3533,Taiwan,0.00%
MRF Ltd,500290,India,0.00%
Yoshinoya Holdings Co Ltd,9861,Japan,0.00%
Tupras-Turkiye Petrol Rafineleri AS,TUPRS,Turkey,0.00%
Genius Electronic Optical Co Ltd,3406,Taiwan,0.00%
Compeq Manufaturing Co Ltd,2313,Taiwan,0.00%
Manappuram Finance Ltd,531213,India,0.00%
Hirogin Holdings Inc Ordinary Shares,7337,Japan,0.00%
Aarti Industries Ltd,524208,India,0.00%
The Federal Bank Ltd,FEDERALBNK,India,0.00%
Siemens Ltd,500550,India,0.00%
Komeda Holdings Co Ltd,3543,Japan,0.00%
ATS Automation Tooling Systems Inc,ATA,Canada,0.00%
Jafco Group Co Ltd,8595,Japan,0.00%
CVS Group PLC,CVSG,United Kingdom,0.00%
LIC Housing Finance Ltd,LICHSGFIN,India,0.00%
KYORIN Holdings Inc,4569,Japan,0.00%
Create SD Holdings Co Ltd,3148,Japan,0.00%
ECN Capital Corp,ECN,Canada,0.00%
Elan Microelectronics Corp,2458,Taiwan,0.00%
MCJ Co Ltd,6670,Japan,0.00%
China Resources Medical Holdings Co Ltd,01515,China,0.00%
Invisio AB,IVSO,Denmark,0.00%
Teco Electric & Machinery Co Ltd,1504,Taiwan,0.00%
Nakanishi Inc,7716,Japan,0.00%
Escorts Ltd,500495,India,0.00%
Altus Group Ltd,AIF,Canada,0.00%
Corporacion Inmobiliaria Vesta SAB de CV,VESTA,Mexico,0.00%
Mos Food Service Inc,8153,Japan,0.00%
SJM Holdings Ltd,00880,Hong Kong,0.00%
OCI Co Ltd,010060,South Korea,0.00%
Eurobank Ergasias Services And Holdings SA,EUROB,Greece,0.00%
Far Eastern International Bank,2845,Taiwan,0.00%
Grupo de Inversiones Suramericana SA,GRUPOSURA,Colombia,0.00%
Eagers Automotive Ltd,APE,Australia,0.00%
Aritzia Inc,ATZ,Canada,0.00%
Gigabyte Technology Co Ltd,2376,Taiwan,0.00%
Zip Co Ltd,Z1P,Australia,0.00%
AVI Ltd,AVI,South Africa,0.00%
Chipbond Technology Corp,6147,Taiwan,0.00%
Kura Sushi Inc,2695,Japan,0.00%
Alpargatas SA Participating Preferred,ALPA4,Brazil,0.00%
Costa Group Holdings Ltd,CGC,Australia,0.00%
RBL Bank Ltd,RBLBANK,India,0.00%
Kiatnakin Phatra Bank PCL DR,KKP-R,Thailand,0.00%
Surya Citra Media Tbk,SCMA,Indonesia,0.00%
Japan Material Co Ltd,6055,Japan,0.00%
Takasago Thermal Engineering Co Ltd,1969,Japan,0.00%
Internet Initiative Japan Inc,3774,Japan,0.00%
MMG Ltd,01208,China,0.00%
True Corp PCL DR,TRUE-R,Thailand,0.00%
Tong Hsing Electronic Industries Ltd,6271,Taiwan,0.00%
Minerva SA,BEEF3,Brazil,0.00%
Taiwan Fertilizer Co Ltd,1722,Taiwan,0.00%
United Spirits Ltd,532432,India,0.00%
Metalurgica Gerdau SA Participating Preferred,GOAU4,Brazil,0.00%
Indian Oil Corp Ltd,IOC,India,0.00%
Bes Engineering Co,2515,Taiwan,0.00%
Mizrahi Tefahot Bank Ltd,MZTF,Israel,0.00%
Sino-American Silicon Products Inc,5483,Taiwan,0.00%
China Petrochemical Development Corp,1314,Taiwan,0.00%
Azul SA Participating Preferred,AZUL4,Brazil,0.00%
Coal India Ltd,COALINDIA,India,0.00%
Greatwall Ent,1210,Taiwan,0.00%
China Bills Finance Corp,2820,Taiwan,0.00%
Link Administration Holdings Ltd,LNK,Australia,0.00%
Bharat Forge Ltd,500493,India,0.00%
Rakus Co Ltd,3923,Japan,0.00%
Eternal Materials Co Ltd,1717,Taiwan,0.00%
Banpu PCL DR,BANPU-R,Thailand,0.00%
LSR Group PJSC GDR,LSRG,Russia,0.00%
IBF Financial Holdings Co Ltd,2889,Taiwan,0.00%
Max Financial Services Ltd,500271,India,0.00%
IDP Education Ltd,IEL,Australia,0.00%
Kisoji Co Ltd,8160,Japan,0.00%
The Star Entertainment Group Ltd,SGR,Australia,0.00%
Kadokawa Corp,9468,Japan,0.00%
Green Cross Corp,006280,South Korea,0.00%
Beach Energy Ltd,BPT,Australia,0.00%
Bank of Queensland Ltd,BOQ,Australia,0.00%
Heiwa Real Estate Co Ltd,8803,Japan,0.00%
TTW PCL DR,TTW-R,Thailand,0.00%
The Japan Steel Works Ltd,5631,Japan,0.00%
Ashok Leyland Ltd,500477,India,0.00%
Detskymir PJSC,DSKY,Russia,0.00%
Jet2 PLC Ordinary Shares,JET2,United Kingdom,0.00%
Mphasis Ltd,526299,India,0.00%
Appen Ltd,APX,Australia,0.00%
Phison Electronics Corp,8299,Taiwan,0.00%
Gibson Energy Inc,GEI,Canada,0.00%
Adeka Corp,4401,Japan,0.00%
Kureha Corp,4023,Japan,0.00%
Foschini Group Ltd,TFG,South Africa,0.00%
Wafer Works Corp,6182,Taiwan,0.00%
Chroma Ate Inc,2360,Taiwan,0.00%
Godrej Properties Ltd,GODREJPROP,India,0.00%
Burford Capital Ltd,BUR,United Kingdom,0.00%
Nien Made Enterprise Co Ltd,8464,Taiwan,0.00%
NIKKON Holdings Co Ltd,9072,Japan,0.00%
Ipca Laboratories Ltd,524494,India,0.00%
China Steel Chemical Corp,1723,Taiwan,0.00%
China Man-Made Fiber Corp,1718,Taiwan,0.00%
Blue Prism Group PLC,PRSM,United Kingdom,0.00%
MAG Silver Corp,MAG,Canada,0.00%
Wacom Co Ltd,6727,Japan,0.00%
M Dias Branco SA Industria e Comercio de Alimentos,MDIA3,Brazil,0.00%
cocokara fine Inc,3098,Japan,0.00%
Ford Otomotiv Sanayi AS,FROTO,Turkey,0.00%
E Ink Holdings Inc,8069,Taiwan,0.00%
Merida Industry Co Ltd,9914,Taiwan,0.00%
Maruwa Co Ltd,5344,Japan,0.00%
Tianli Education International Holdings Ltd,01773,China,0.00%
Hindustan Petroleum Corp Ltd,HINDPETRO,India,0.00%
Exide Industries Ltd,500086,India,0.00%
Hannstar Display Corp,6116,Taiwan,0.00%
International Games System Co Ltd,3293,Taiwan,0.00%
Grupo Aeroportuario del Centro Norte SAB de CV,OMAB,Mexico,0.00%
Cyrela Brazil Realty SA Empreend e Part,CYRE3,Brazil,0.00%
Tata Power Co Ltd,500400,India,0.00%
Adani Ports & Special Economic Zone Ltd,532921,India,0.00%
Bajaj Auto Ltd,532977,India,0.00%
ICICI Lombard General Insurance Co Ltd,540716,India,0.00%
Kinaxis Inc,KXS,Canada,0.00%
Dabur India Ltd,500096,India,0.00%
Recipharm AB B,RECI B,Sweden,0.00%
SITC International Holdings Co Ltd,01308,Hong Kong,0.00%
First International Bank of Israel Ltd,FIBI,Israel,0.00%
ITM Power PLC,ITM,United Kingdom,0.00%
Taiyo Holdings Co Ltd,4626,Japan,0.00%
Astral Poly Technik Ltd,ASTRAL,India,0.00%
Oil & Natural Gas Corp Ltd,500312,India,0.00%
Lupin Ltd,500257,India,0.00%
Crompton Greaves Consumer Electricals Ltd,CROMPTON,India,0.00%
Parade Technologies Ltd,4966,Taiwan,0.00%
Chorus Ltd,CNU,New Zealand,0.00%
PI Industries Ltd,PIIND,India,0.00%
Marico Ltd,531642,India,0.00%
Tower Semiconductor Ltd,TSEM,Israel,0.00%
Marfrig Global Foods SA,MRFG3,Brazil,0.00%
Eneva SA,ENEV3,Brazil,0.00%
Berger Paints India Ltd,509480,India,0.00%
Voltronic Power Technology Corp,6409,Taiwan,0.00%
Chinasoft International Ltd,00354,China,0.00%
GCL-Poly Energy Holdings Ltd,03800,China,0.00%
Companhia de Locacao Americas SA,LCAM3,Brazil,0.00%
Wiwynn Corp Ordinary Shares,6669,Taiwan,0.00%
Hudbay Minerals Inc,HBM,Canada,0.00%
ICICI Prudential Life Insurance Co Ltd,540133,India,0.00%
Tata Chemicals Ltd,500770,India,0.00%
Lynas Rare Earths Ltd,LYC,Australia,0.00%
Biocon Ltd,532523,India,0.00%
Indorama Ventures PCL DR,IVL-R,Thailand,0.00%
Inaba Denkisangyo Co Ltd,9934,Japan,0.00%
GAIL (India) Ltd,532155,India,0.00%
Azrieli Group Ltd,AZRG,Israel,0.00%
Swire Pacific Ltd Class A,00019,Hong Kong,0.00%
Shinkong Synthetic Fiber Corp,1409,Taiwan,0.00%
Japan Elevator Service Holdings Co Ltd,6544,Japan,0.00%
HDFC Asset Management Company Limited,541729,India,0.00%
The North West Co Inc,NWC,Canada,0.00%
Asmedia Technology Inc,5269,Taiwan,0.00%
Vocus Group Ltd,VOC,Australia,0.00%
Elite Material Co Ltd,2383,Taiwan,0.00%
Aphria Inc,APHA,Canada,0.00%
Sims Ltd,SGM,Australia,0.00%
Inari Amertron Bhd,0166,Malaysia,0.00%
Pick N Pay Stores Ltd,PIK,South Africa,0.00%
Piramal Enterprises Ltd,500302,India,0.00%
Natco Pharma Ltd,524816,India,0.00%
Labrador Iron Ore Royalty Corp,LIF,Canada,0.00%
MindTree Ltd,532819,India,0.00%
ARB Corp Ltd,ARB,Australia,0.00%
Premier Investments Ltd,PMV,Australia,0.00%
Voltas Ltd,VOLTAS,India,0.00%
MITAC Holdings Corp,3706,Taiwan,0.00%
Jindal Steel & Power Ltd,532286,India,0.00%
Bursa Malaysia Bhd,1818,Malaysia,0.00%
Daiwabo Holdings Co Ltd,3107,Japan,0.00%
IR Japan Holdings Ltd,6035,Japan,0.00%
United Integrated Services Co Ltd,2404,Taiwan,0.00%
Petro Rio SA,PRIO3,Brazil,0.00%
Adani Total Gas Ltd,542066,India,0.00%
IDFC First Bank Ltd,IDFCFIRSTB,India,0.00%
Usi Corp,1304,Taiwan,0.00%
Colgate-Palmolive (India) Ltd,500830,India,0.00%
Cosmax Inc,192820,South Korea,0.00%
FENG HSIN STEEL CO LTD,2015,Taiwan,0.00%
MY E.G.Services Bhd,0138,Malaysia,0.00%
Indraprastha Gas Ltd,532514,India,0.00%
Radiant Opto-Electronics Corp,6176,Taiwan,0.00%
Cheng Loong Corp,1904,Taiwan,0.00%
Ohsho Food Service Corp,9936,Japan,0.00%
Eva Airways Corp,2618,Taiwan,0.00%
IRPC PCL DR,IRPC-R,Thailand,0.00%
Nippn Corp,2001,Japan,0.00%
Sakata Seed Corp,1377,Japan,0.00%
Tripod Technology Corp,3044,Taiwan,0.00%
Shikun & Binui Ltd,SKBN,Israel,0.00%
Flexium Interconnect Inc,6269,Taiwan,0.00%
Tata Elxsi Ltd,500408,India,0.00%
SK Materials Co Ltd,036490,South Korea,0.00%
Autobacs Seven Co Ltd,9832,Japan,0.00%
Equinox Gold Corp,EQX,Canada,0.00%
Bata India Ltd,500043,India,0.00%
Tung Ho Steel Enterprise Corp,2006,Taiwan,0.00%
Sheng Siong Group Ltd,OV8,Singapore,0.00%
Seria Co Ltd,2782,Japan,0.00%
Mahindra & Mahindra Financial Services Ltd,M&MFIN,India,0.00%
Kerry Logistics Network Ltd,00636,Hong Kong,0.00%
Tri Chemical Laboratories Inc,4369,Japan,0.00%
Varun Beverages Ltd,VBL,India,0.00%
Toagosei Co Ltd,4045,Japan,0.00%
Seabridge Gold Inc,SA,Canada,0.00%
Grieg Seafood ASA,GSF,Norway,0.00%
Abu Dhabi Islamic Bank,ADIB,United Arab Emirates,0.00%
Sistema PJSFC GDR,SSA,Russia,0.00%
Daiseki Co Ltd,9793,Japan,0.00%
QL Resources Bhd,7084,Malaysia,0.00%
AIA Engineering Ltd,AIAENG,India,0.00%
Fortuna Silver Mines Inc,FVI,Canada,0.00%
YDUQS Participacoes SA,YDUQ3,Brazil,0.00%
Greatland Gold PLC,GGP,United Kingdom,0.00%
Nanosonics Ltd,NAN,Australia,0.00%
Wing Tai Holdings Ltd,W05,Singapore,0.00%
Petkim Petrokimya Holding AS,PETKM,Turkey,0.00%
Ecopro Co Ltd,086520,South Korea,0.00%
Samchundang Pharm Co Ltd,000250,South Korea,0.00%
Trent Ltd,500251,India,0.00%
FUJI Soft Inc,9749,Japan,0.00%
Martinrea International Inc,MRE,Canada,0.00%
Taiwan Hon Chuan Enterprise Co Ltd,9939,Taiwan,0.00%
ChemoMetec A/S,CHEMM,Denmark,0.00%
EO Technics Co Ltd,039030,South Korea,0.00%
Mizuho Leasing Co Ltd,8425,Japan,0.00%
SkyCity Entertainment Group Ltd,SKC,New Zealand,0.00%
Trusco Nakayama Corp,9830,Japan,0.00%
Pentamaster Corp Bhd,7160,Malaysia,0.00%
S4 Capital PLC,SFOR,United Kingdom,0.00%
Breedon Group PLC,BREE,United Kingdom,0.00%
Shougang Fushan Resources Group Ltd,00639,China,0.00%
KCE Electronics PCL DR,KCE-R,Thailand,0.00%
OUTSOURCING Inc,2427,Japan,0.00%
Interfor Corp,IFP,Canada,0.00%
Qualicorp Consultoria E Corretora De Seguros SA,QUAL3,Brazil,0.00%
RWS Holdings PLC,RWS,United Kingdom,0.00%
Dongyue Group Ltd,00189,China,0.00%
Mytilineos SA,MYTIL,Greece,0.00%
Nippon Light Metal Holdings Co Ltd,5703,Japan,0.00%
NHN KCP Corp,060250,South Korea,0.00%
SilverCrest Metals Inc,SIL,Canada,0.00%
Nojima Co Ltd,7419,Japan,0.00%
Hitachi Zosen Corp,7004,Japan,0.00%
BML Inc,4694,Japan,0.00%
Taiwan Surface Mounting Technology Corp,6278,Taiwan,0.00%
Sumitomo Warehouse Co Ltd,9303,Japan,0.00%
Dongjin Semichem Co Ltd,005290,South Korea,0.00%
eMemory Technology Inc,3529,Taiwan,0.00%
China Airlines Ltd,2610,Taiwan,0.00%
Macnica Fuji Electronics Holdings Inc,3132,Japan,0.00%
Transcend Information Inc,2451,Taiwan,0.00%
Ai Holdings Corp,3076,Japan,0.00%
Container Corporation of India Ltd,531344,India,0.00%
Hyundai Bioscience Co Ltd,048410,South Korea,0.00%
Earth Corp,4985,Japan,0.00%
CognaEducacao SA,COGN3,Brazil,0.00%
Turkiye Sise ve Cam Fabrikalari AS,SISE,Turkey,0.00%
Mivne Real Estate (K.D) Ltd,MVNE,Israel,0.00%
YFY Inc,1907,Taiwan,0.00%
Technology One Ltd,TNE,Australia,0.00%
Richelieu Hardware Ltd,RCH,Canada,0.00%
Terna Energy SA,TENERGY,Greece,0.00%
KWG Living Group Holdings Ltd Ordinary Shares,03913,China,0.00%
Kornit Digital Ltd,KRNT,United States,0.00%
Bandhan Bank Ltd,541153,India,0.00%
Taichung Commercial Bank Co Ltd,2812,Taiwan,0.00%
Havells India Ltd,517354,India,0.00%
Ivanhoe Mines Ltd A,IVN,Canada,0.00%
Epistar Corp,2448,Taiwan,0.00%
Fortnox AB,FNOX,Sweden,0.00%
Jubilant Foodworks Ltd,JUBLFOOD,India,0.00%
Pidilite Industries Ltd,PIDILITIND,India,0.00%
Qisda Corp,2352,Taiwan,0.00%
UPL Ltd,UPL,India,0.00%
Fevertree Drinks PLC,FEVR,United Kingdom,0.00%
Singapore Airlines Ltd,C6L,Singapore,0.00%
Shree Cement Ltd,500387,India,0.00%
Godrej Consumer Products Ltd,532424,India,0.00%
Aurobindo Pharma Ltd,AUROPHARMA,India,0.00%
Bharat Petroleum Corp Ltd,500547,India,0.00%
21Vianet Group Inc ADR,VNET,China,0.00%
Jamieson Wellness Inc,JWEL,Canada,0.00%
NetLink NBN Trust Registered Units Reg S,CJLU,Singapore,0.00%
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,India,0.00%
Mapletree Industrial Trust,ME8U,Singapore,0.00%
Fukuoka REIT Corp,8968,Japan,0.00%
MIRAI Corp,3476,Japan,0.00%
Global One Real Estate Investment Corp,8958,Japan,0.00%
MORI TRUST Sogo Reit Inc,8961,Japan,0.00%
Charter Hall Retail REIT,CQR,Australia,0.00%
National Storage REIT,NSR,Australia,0.00%
Kenedix Residential Next Investment Corp,3278,Japan,0.00%
Keppel DC REIT Units Real Estate Investment Trust Reg S,AJBU,Singapore,0.00%
