Name,Ticker,Country,Amount
PeptiDream Inc,4587,Japan,0.00%
Oracle Corp Japan,4716,Japan,0.00%
SMS Co Ltd,2175,Japan,0.00%
Tosoh Corp,4042,Japan,0.00%
Hisamitsu Pharmaceutical Co Inc,4530,Japan,0.00%
Ricoh Co Ltd,7752,Japan,0.00%
Onex Corp,ONEX,Canada,0.00%
CCL Industries Inc B- Non-Voting,CCL.B,Canada,0.00%
Hanwha Corp,000880,South Korea,0.00%
Taylor Wimpey PLC,TW.,United Kingdom,0.00%
Bureau Veritas SA,BVI,France,0.00%
Berkeley Group Holdings (The) PLC,BKG,United Kingdom,0.00%
Auto Trader Group PLC,AUTO,United Kingdom,0.00%
Prysmian SpA,PRY,Italy,0.00%
Severn Trent PLC,SVT,United Kingdom,0.00%
Getlink SE,GET,France,0.00%
Suez SA,SEV,France,0.00%
Electrolux AB B,ELUX B,Sweden,0.00%
British Land Co PLC,BLND,United Kingdom,0.00%
Polish Oil and Gas Company (PGNiG) SA,PGN,Poland,0.00%
Bank Polska Kasa Opieki SA,PEO,Poland,0.00%
Boyd Gaming Corp,BYD,United States,0.00%
Grocery Outlet Holding Corp,GO,United States,0.00%
H&R Block Inc,HRB,United States,0.00%
W R Grace & Co,GRA,United States,0.00%
PacWest Bancorp,PACW,United States,0.00%
BancorpSouth Bank,BXS,United States,0.00%
Hancock Whitney Corp,HWC,United States,0.00%
Texas Capital Bancshares Inc,TCBI,United States,0.00%
FirstCash Inc,FCFS,United States,0.00%
Pacific Premier Bancorp Inc,PPBI,United States,0.00%
Old National Bancorp,ONB,United States,0.00%
Federated Hermes Inc Class B,FHI,United States,0.00%
Masonite International Corp,DOOR,United States,0.00%
ABM Industries Inc,ABM,United States,0.00%
Macquarie Infrastructure Corp,MIC,United States,0.00%
Hyundai Fire & Marine Insurance Co Ltd,001450,South Korea,0.00%
Newell Brands Inc,NWL,United States,0.00%
Zix Corp,ZIXI,United States,0.00%
Gorman-Rupp Co,GRC,United States,0.00%
Ultra Electronics Holdings PLC,ULE,United Kingdom,0.00%
Fuchs Petrolub SE Participating Preferred,FPE3,Germany,0.00%
Marui Group Co Ltd,8252,Japan,0.00%
Tokyo Century Corp,8439,Japan,0.00%
Empire Co Ltd A,EMP.A,Canada,0.00%
Franklin IFT Money Market,INFXX,United States,0.00%
Royal Dutch Shell PLC ADR Class A,RDS.A,United Kingdom,0.00%
BP PLC ADR,BP,United Kingdom,0.00%
Enel Americas SA ADR,ENIA,Chile,0.00%
Da An Gene Co Ltd of Sun Yat-Sen University,002030,China,0.00%
Hunan Valin Steel Co Ltd,000932,China,0.00%
Beijing Bdstar Navigation Co Ltd,002151,China,0.00%
Shandong Pharmaceutical Glass Co Ltd,600529,China,0.00%
Wangfujing Group Co Ltd,600859,China,0.00%
Shanghai Construction Group Co Ltd,600170,China,0.00%
Apeloa Pharmaceutical Co Ltd,000739,China,0.00%
Shandong Buchang Pharmaceuticals Co Ltd A,603858,China,0.00%
AECC Aero-Engine Controls Co Ltd,000738,China,0.00%
Maccura Biotechnology Co Ltd A,300463,China,0.00%
Ingenic Semiconductor Co Ltd,300223,China,0.00%
Shanxi Coking Coal Energy Group Co Ltd,000983,China,0.00%
AmoreG,002790,South Korea,0.00%
Ningxia Baofeng Energy Group Co Ltd Class A,600989,China,0.00%
Huaneng Lancang River Hydropower Inc Class A,600025,China,0.00%
China Satellite Communications Co Ltd,601698,China,0.00%
BOC International China Co Ltd Class A,601696,China,0.00%
China Oilfield Services Ltd,601808,China,0.00%
Korean Air Lines Co Ltd,003490,South Korea,0.00%
Medallia Inc,MDLA,United States,0.00%
HMS Holdings Corp,HMSY,United States,0.00%
CareDx Inc,CDNA,United States,0.00%
Select Medical Holdings Corp,SEM,United States,0.00%
Glaukos Corp,GKOS,United States,0.00%
Covetrus Inc,CVET,United States,0.00%
Assured Guaranty Ltd,AGO,United States,0.00%
Enstar Group Ltd,ESGR,United States,0.00%
CVB Financial Corp,CVBF,United States,0.00%
American Equity Investment Life Holding Co,AEL,United States,0.00%
Ameris Bancorp,ABCB,United States,0.00%
Arcturus Therapeutics Holdings Inc,ARCT,United States,0.00%
Samsung Card Co Ltd,029780,South Korea,0.00%
Worthington Industries Inc,WOR,United States,0.00%
Revance Therapeutics Inc,RVNC,United States,0.00%
Y-mAbs Therapeutics Inc,YMAB,United States,0.00%
Hindustan Unilever Ltd,500696,India,0.00%
A. P. Moller Maersk A/S A,MAERSK A,Denmark,0.00%
Swiss Prime Site AG,SPSN,Switzerland,0.00%
Ems-Chemie Holding AG,EMSN,Switzerland,0.00%
The Swatch Group AG Bearer Shares,UHR,Switzerland,0.00%
Krystal Biotech Inc,KRYS,United States,0.00%
CK Asset Holdings Ltd,01113,Hong Kong,0.00%
Teva Pharmaceutical Industries Ltd ADR,TEVA,Israel,0.00%
ASX Ltd,ASX,Australia,0.00%
Scentre Group,SCG,Australia,0.00%
Aedifica SA,AED,Belgium,0.00%
Santos Ltd,STO,Australia,0.00%
Reply SpA,REY,Italy,0.00%
Daiwa House REIT Investment Corp,8984,Japan,0.00%
Albioma,ABIO,France,0.00%
Nichirei Corp,2871,Japan,0.00%
Hulic Co Ltd,3003,Japan,0.00%
Tokyo Electric Power Co Holdings,9501,Japan,0.00%
Seiko Epson Corp,6724,Japan,0.00%
Shimizu Corp,1803,Japan,0.00%
Tohoku Electric Power Co Inc,9506,Japan,0.00%
Toppan Printing Co Ltd,7911,Japan,0.00%
Concordia Financial Group Ltd,7186,Japan,0.00%
NGK Insulators Ltd,5333,Japan,0.00%
Mazda Motor Corp,7261,Japan,0.00%
China Resources Cement Holdings Ltd,01313,China,0.00%
Fuyao Glass Industry Group Co Ltd,03606,China,0.00%
Logan Property Holdings Co Ltd,03380,China,0.00%
China Jinmao Holdings Group Ltd,00817,China,0.00%
Nine Dragons Paper (Holdings) Ltd,02689,China,0.00%
The People's Insurance Co (Group) of China Ltd Class H,01339,China,0.00%
Zhuzhou CRRC Times Electric Co Ltd Class H,03898,China,0.00%
TravelSky Technology Ltd Class H,00696,China,0.00%
China Resources Sanjiu Medical & Pharmaceutical Co Ltd,000999,China,0.00%
Beijing Sinnet Technology Co Ltd Class A,300383,China,0.00%
GRG Banking Equipment Co Ltd,002152,China,0.00%
Shanghai Zhangjiang Hi-tech Park Development Co Ltd,600895,China,0.00%
Jiangsu Yuyue Medical Equipment And Supply Co Ltd,002223,China,0.00%
Shanxi Lu'an Environmental Energy Development Co Ltd,601699,China,0.00%
Beijing Originwater Technology Co Ltd,300070,China,0.00%
Shenergy Co Ltd,600642,China,0.00%
Joincare Pharmaceutical Group Industry Co Ltd,600380,China,0.00%
DHC Software Co Ltd,002065,China,0.00%
Guanghui Energy Co Ltd,600256,China,0.00%
Zhejiang Semir Garment Co Ltd,002563,China,0.00%
Beijing Kunlun Tech Co Ltd,300418,China,0.00%
Shenzhen Energy Group Co Ltd,000027,China,0.00%
Jinyu Bio-Technology Co Ltd,600201,China,0.00%
Yintai Gold Co Ltd,000975,China,0.00%
Dong-E-E-Jiao Co Ltd,000423,China,0.00%
Jiangsu Shagang Co Ltd,002075,China,0.00%
Dynapack International Technology Corp,3211,Taiwan,0.00%
Schnitzer Steel Industries Inc Class A,SCHN,United States,0.00%
Vectrus Inc,VEC,United States,0.00%
Rational AG,RAA,Germany,0.00%
Merit Medical Systems Inc,MMSI,United States,0.00%
Patterson Companies Inc,PDCO,United States,0.00%
Integer Holdings Corp,ITGR,United States,0.00%
NuVasive Inc,NUVA,United States,0.00%
Corcept Therapeutics Inc,CORT,United States,0.00%
Doosan Heavy Industries & Construction Co Ltd,034020,South Korea,0.00%
Mersana Therapeutics Inc,MRSN,United States,0.00%
Adverum Biotechnologies Inc,ADVM,United States,0.00%
OSI Systems Inc,OSIS,United States,0.00%
AlloVir Inc Ordinary Shares,ALVR,United States,0.00%
Agilysys Inc,AGYS,United States,0.00%
GLP J-REIT,3281,Japan,0.00%
Nomura Real Estate Master Fund Inc,3462,Japan,0.00%
Suntory Beverage & Food Ltd,2587,Japan,0.00%
ASICS Corp,7936,Japan,0.00%
Alfresa Holdings Corp,2784,Japan,0.00%
Showa Denko KK,4004,Japan,0.00%
Air Water Inc,4088,Japan,0.00%
Iida Group Holdings Co Ltd,3291,Japan,0.00%
NH Foods Ltd,2282,Japan,0.00%
Rinnai Corp,5947,Japan,0.00%
Bic,BB,France,0.00%
Banco Santander (Brasil) SA ADR,BSBR,Brazil,0.00%
Sohu.com Ltd ADR,SOHU,China,0.00%
The ExOne Co,XONE,United States,0.00%
IDT Corp Class B,IDT,United States,0.00%
ICICI Bank Ltd ADR,IBN,India,0.00%
Mainland Headwear Holdings Ltd,01100,United States,0.00%
M.D.C. Holdings Inc,MDC,United States,0.00%
SPX FLOW Inc,FLOW,United States,0.00%
Chocoladefabriken Lindt & Spruengli AG,LISN,Switzerland,0.00%
Nexi SpA,NEXI,Italy,0.00%
Arkema SA,AKE,France,0.00%
Chocoladefabriken Lindt & Spruengli AG,LISP,Switzerland,0.00%
Eiffage SA,FGR,France,0.00%
IMCD NV,IMCD,Netherlands,0.00%
Vifor Pharma AG,VIFN,Switzerland,0.00%
DCC PLC,DCC,United Kingdom,0.00%
Gecina Nom,GFC,France,0.00%
Antofagasta PLC,ANTO,United Kingdom,0.00%
Norsk Hydro ASA,NHY,Norway,0.00%
Metso Outotec Corp,MOCORP,Finland,0.00%
Morrison (Wm) Supermarkets PLC,MRW,United Kingdom,0.00%
Recordati SpA,REC,Italy,0.00%
Inter Pipeline Ltd,IPL,Canada,0.00%
Douzone Bizon Co Ltd,012510,South Korea,0.00%
Reinet Investments SCA,RNI,Luxembourg,0.00%
Kimberly - Clark de Mexico SAB de CV Class A,KIMBERA,Mexico,0.00%
Greek Organisation of Football Prognostics SA,OPAP,Greece,0.00%
Coca-Cola Femsa SAB de CV CPO Terms:3 Shs-B- + 5 Shs-L-,KOFUBL,Mexico,0.00%
Buenaventura Mining Co Inc ADR,BVN,Peru,0.00%
Compal Electronics Inc,2324,Taiwan,0.00%
Bradespar SA Participating Preferred,BRAP4,Brazil,0.00%
NEPI Rockcastle PLC,NRP,Romania,0.00%
Bidvest Group Ltd,BVT,South Africa,0.00%
Axiata Group Bhd,6888,Malaysia,0.00%
United Tractors Tbk,UNTR,Indonesia,0.00%
Bank Negara Indonesia (Persero) Tbk Class B,BBNI,Indonesia,0.00%
Bank of The Philippine Islands,BPI,Philippines,0.00%
Formosa Petrochemical Corp,6505,Taiwan,0.00%
Minor International PCL DR,MINT-R,Thailand,0.00%
The Siam Commercial Bank PCL DR,SCB-R,Thailand,0.00%
Hellenic Telecommunication Organization SA,HTO,Greece,0.00%
Akbank TAS,AKBNK,Turkey,0.00%
Nestle Malaysia Bhd,4707,Malaysia,0.00%
Koc Holding AS,KCHOL,Turkey,0.00%
Energy Absolute PCL ADR,EA-R,Thailand,0.00%
Companhia De Saneamento Basico Do Estado De Sao Paulo,SBSP3,Brazil,0.00%
Inventec Corp,2356,Taiwan,0.00%
Taiwan High Speed Rail Corp,2633,Taiwan,0.00%
Powertech Technology Inc,6239,Taiwan,0.00%
Cencosud SA,CENCOSUD,Chile,0.00%
Acer Inc,2353,Taiwan,0.00%
Pou Chen Corp,9904,Taiwan,0.00%
Woolworths Holdings Ltd,WHL,South Africa,0.00%
Synnex Technology International Corp,2347,Taiwan,0.00%
Empresas CMPC SA,CMPC,Chile,0.00%
Airtac International Group,1590,Taiwan,0.00%
China Life Insurance Co Ltd,2823,Taiwan,0.00%
International Container Terminal Services Inc,ICT,Philippines,0.00%
PT Semen Indonesia (Persero) Tbk,SMGR,Indonesia,0.00%
Harmony Gold Mining Co Ltd,HAR,South Africa,0.00%
Cheng Shin Rubber Industry Co Ltd,2105,Taiwan,0.00%
Growthpoint Properties Ltd,GRT,South Africa,0.00%
Fibra Uno Administracion SA de CV Series 11,FUNO 11,Mexico,0.00%
Banco Santander (Brasil) SA Unit,SANB11,Brazil,0.00%
The Howard Hughes Corp,HHC,United States,0.00%
Quaker Chemical Corp,KWR,United States,0.00%
Cardlytics Inc,CDLX,United States,0.00%
Spire Inc,SR,United States,0.00%
Olin Corp,OLN,United States,0.00%
KB Home,KBH,United States,0.00%
Viavi Solutions Inc,VIAV,United States,0.00%
Element Solutions Inc,ESI,United States,0.00%
The Hain Celestial Group Inc,HAIN,United States,0.00%
Macy's Inc,M,United States,0.00%
LCI Industries Inc,LCII,United States,0.00%
FormFactor Inc,FORM,United States,0.00%
Tegna Inc,TGNA,United States,0.00%
Alcoa Corp,AA,United States,0.00%
Dick's Sporting Goods Inc,DKS,United States,0.00%
Cimarex Energy Co,XEC,United States,0.00%
Advanced Energy Industries Inc,AEIS,United States,0.00%
SPS Commerce Inc,SPSC,United States,0.00%
Fox Factory Holding Corp,FOXF,United States,0.00%
LivePerson Inc,LPSN,United States,0.00%
Wyndham Destinations Inc,WYND,United States,0.00%
Southwest Gas Holdings Inc,SWX,United States,0.00%
AutoNation Inc,AN,United States,0.00%
NCR Corp,NCR,United States,0.00%
Sabre Corp,SABR,United States,0.00%
Liberty SiriusXM Group Registered Shs Series -A- Sirius XM Group,LSXMA,United States,0.00%
WD-40 Co,WDFC,United States,0.00%
Murphy USA Inc,MUSA,United States,0.00%
National Vision Holdings Inc,EYE,United States,0.00%
Meritage Homes Corp,MTH,United States,0.00%
Cerence Inc Ordinary Shares,CRNC,United States,0.00%
Balchem Corp,BCPC,United States,0.00%
Avient Corp,AVNT,United States,0.00%
Ovintiv Inc,OVV,United States,0.00%
Equitrans Midstream Corp,ETRN,United States,0.00%
Stamps.com Inc,STMP,United States,0.00%
Cracker Barrel Old Country Store Inc,CBRL,United States,0.00%
Taylor Morrison Home Corp Class A,TMHC,United States,0.00%
Lancaster Colony Corp,LANC,United States,0.00%
Innovative Industrial Properties Inc Registered Shs,IIPR,United States,0.00%
Sabra Health Care REIT Inc,SBRA,United States,0.00%
JBG SMITH Properties,JBGS,United States,0.00%
Agree Realty Corp,ADC,United States,0.00%
Ryman Hospitality Properties Inc,RHP,United States,0.00%
Physicians Realty Trust,DOC,United States,0.00%
QTS Realty Trust Inc Class A,QTS,United States,0.00%
PotlatchDeltic Corp,PCH,United States,0.00%
Equity Commonwealth,EQC,United States,0.00%
1Life Healthcare Inc Ordinary Shares,ONEM,United States,0.00%
Alaska Air Group Inc,ALK,United States,0.00%
L Brands Inc,LB,United States,0.00%
Mohawk Industries Inc,MHK,United States,0.00%
CF Industries Holdings Inc,CF,United States,0.00%
Molson Coors Beverage Co B,TAP,United States,0.00%
The Mosaic Co,MOS,United States,0.00%
Norwegian Cruise Line Holdings Ltd,NCLH,United States,0.00%
DISH Network Corp Class A,DISH,United States,0.00%
The Interpublic Group of Companies Inc,IPG,United States,0.00%
Tapestry Inc,TPR,United States,0.00%
Endo International PLC,ENDP,United States,0.00%
Madrigal Pharmaceuticals Inc,MDGL,United States,0.00%
Replimune Group Inc,REPL,United States,0.00%
StoneCo Ltd,STNE,Brazil,0.00%
Groupon Inc,GRPN,United States,0.00%
Ritchie Bros Auctioneers Inc,RBA,Canada,0.00%
Japan Retail Fund Investment Corp,8953,Japan,0.00%
Kuraray Co Ltd,3405,Japan,0.00%
Shizuoka Bank Ltd,8355,Japan,0.00%
AMADA Co Ltd,6113,Japan,0.00%
Chugoku Electric Power Co Inc,9504,Japan,0.00%
The Chiba Bank Ltd,8331,Japan,0.00%
Hakuhodo DY Holdings Inc,2433,Japan,0.00%
NGK Spark Plug Co Ltd,5334,Japan,0.00%
Spectrum Brands Holdings Inc,SPB,United States,0.00%
NewMarket Corp,NEU,United States,0.00%
Sprouts Farmers Market Inc,SFM,United States,0.00%
Coherent Inc,COHR,United States,0.00%
Industrial Bank of Korea,024110,South Korea,0.00%
Walker & Dunlop Inc,WD,United States,0.00%
Associated Banc-Corp,ASB,United States,0.00%
Korn Ferry,KFY,United States,0.00%
KAR Auction Services Inc,KAR,United States,0.00%
Werner Enterprises Inc,WERN,United States,0.00%
SPX Corp,SPXC,United States,0.00%
Dycom Industries Inc,DY,United States,0.00%
Terex Corp,TEX,United States,0.00%
Brady Corp Class A,BRC,United States,0.00%
Gibraltar Industries Inc,ROCK,United States,0.00%
Albany International Corp,AIN,United States,0.00%
Swedish krona,,,0.00%
Myriad Genetics Inc,MYGN,United States,0.00%
Cytokinetics Inc,CYTK,United States,0.00%
ASM International NV,ASM,Netherlands,0.00%
Randstad NV,RAND,Netherlands,0.00%
Zentalis Pharmaceuticals Inc Ordinary Shares,ZNTL,United States,0.00%
Stoke Therapeutics Inc,STOK,United States,0.00%
Castellum AB,CAST,Sweden,0.00%
Euronext NV,ENX,France,0.00%
Barry Callebaut AG,BARN,Switzerland,0.00%
M&G PLC Ordinary Shares,MNG,United Kingdom,0.00%
Orpea SA,ORP,France,0.00%
BioMerieux SA,BIM,France,0.00%
Intermediate Capital Group PLC,ICP,United Kingdom,0.00%
TCR2 Therapeutics Inc,TCRR,United States,0.00%
Ribbon Communications Inc,RBBN,United States,0.00%
Tate & Lyle PLC,TATE,United Kingdom,0.00%
Ooma Inc,OOMA,United States,0.00%
Oceaneering International Inc,OII,United States,0.00%
Sands China Ltd,01928,Macao,0.00%
Telstra Corp Ltd,TLS,Australia,0.00%
Coca-Cola European Partners PLC,CCEP,United Kingdom,0.00%
The a2 Milk Co Ltd,A2M,New Zealand,0.00%
Keppel Corp Ltd,BN4,Singapore,0.00%
Ansell Ltd,ANN,Australia,0.00%
MCUBS MidCity Investment Corp,3227,Japan,0.00%
Nippon Sanso Holdings Corp,4091,Japan,0.00%
Sumitomo Forestry Co Ltd,1911,Japan,0.00%
Kyushu Electric Power Co Inc,9508,Japan,0.00%
NSK Ltd,6471,Japan,0.00%
Bank of Kyoto Ltd,8369,Japan,0.00%
Sohgo Security Service Co Ltd,2331,Japan,0.00%
Comsys Holdings Corp,1721,Japan,0.00%
Sushiro Global Holdings Ltd,3563,Japan,0.00%
BOC Aviation Ltd,02588,China,0.00%
Haitong Securities Co Ltd Class H,06837,China,0.00%
Shanghai Fosun Pharmaceutical (Group) Co Ltd Class H,02196,China,0.00%
China MeiDong Auto Holdings Ltd,01268,China,0.00%
Guangzhou R&F Properties Co Ltd Class H,02777,China,0.00%
China Molybdenum Co Ltd Class H,03993,China,0.00%
China Galaxy Securities Co Ltd,06881,China,0.00%
Hua Hong Semiconductor Ltd Unitary 144A/Reg S,01347,China,0.00%
Yadea Group Holdings Ltd Shs Unitary 144A/RegS,01585,China,0.00%
China Everbright Environment Group Ltd,00257,China,0.00%
Pharmaron Beijing Co Ltd Ordinary Shares - Class H,03759,China,0.00%
A-Living Smart City Services Co Ltd Class H,03319,China,0.00%
Huatai Securities Co Ltd H,06886,China,0.00%
China Resources Power Holdings Co Ltd,00836,China,0.00%
Korea Electric Power Corp ADR,KEP,South Korea,0.00%
mixi Inc,2121,Japan,0.00%
Grupo Financiero Galicia SA ADR,GGAL,Argentina,0.00%
Dongfang Electric Corp Ltd,600875,China,0.00%
Guangzhou Wondfo Biotech Co Ltd A,300482,China,0.00%
Lakala payment Co Ltd,300773,China,0.00%
LBX Pharmacy Chain JSC,603883,China,0.00%
BBMG Corp,601992,China,0.00%
Guangzhou Yuexiu Financial Holdings Group Co Ltd,000987,China,0.00%
Shenzhen MTC Co Ltd,002429,China,0.00%
Topsec Technologies Group Inc,002212,China,0.00%
C&S Paper Co Ltd,002511,China,0.00%
G-bits Network Technology (Xiamen) Co Ltd A,603444,China,0.00%
Guangdong Xinbao Electrical Appliances Holdings Co Ltd Class A,002705,China,0.00%
Livzon Pharmaceutical Group Inc H,000513,China,0.00%
Yuan Longping High-tech Agriculture Co Ltd,000998,China,0.00%
Northeast Securities Co Ltd,000686,China,0.00%
Xiamen C & D Inc,600153,China,0.00%
Sanquan Food Co Ltd,002216,China,0.00%
Xiamen Tungsten Co Ltd,600549,China,0.00%
Beijing Yanjing Brewery Co Ltd,000729,China,0.00%
Lotte Shopping Co Ltd,023530,South Korea,0.00%
NexTier Oilfield Solutions Inc,NEX,United States,0.00%
Bayerische Motoren Werke AG Participating Preferred,BMW3,Germany,0.00%
Deutsche Lufthansa AG,LHA,Germany,0.00%
Matson Inc,MATX,United States,0.00%
Kirby Corp,KEX,United States,0.00%
Antero Midstream Corp,AM,United States,0.00%
Schrodinger Inc Ordinary Shares,SDGR,United States,0.00%
Cantel Medical Corp,CMD,United States,0.00%
National General Holdings Corp,NGHC,United States,0.00%
Columbia Banking System Inc,COLB,United States,0.00%
Independent Bank Corp,INDB,United States,0.00%
Investors Bancorp Inc,ISBC,United States,0.00%
Atlantic Union Bankshares Corp,AUB,United States,0.00%
Simmons First National Corp Class A,SFNC,United States,0.00%
Cathay General Bancorp,CATY,United States,0.00%
Independent Bank Group Inc,IBTX,United States,0.00%
United Community Banks Inc,UCBI,United States,0.00%
WSFS Financial Corp,WSFS,United States,0.00%
Mr. Cooper Group Inc,COOP,United States,0.00%
Navistar International Corp,NAV,United States,0.00%
Fluor Corp,FLR,United States,0.00%
Federal Signal Corp,FSS,United States,0.00%
Beacon Roofing Supply Inc,BECN,United States,0.00%
Forward Air Corp,FWRD,United States,0.00%
APi Group Corp,APG,United States,0.00%
Herman Miller Inc,MLHR,United States,0.00%
Virtu Financial Inc A,VIRT,United States,0.00%
LivaNova PLC,LIVN,United States,0.00%
Signet Jewelers Ltd,SIG,United States,0.00%
Ocular Therapeutix Inc,OCUL,United States,0.00%
IGM Biosciences Inc Ordinary Shares,IGMS,United States,0.00%
The York Water Co,YORW,United States,0.00%
Persol Holdings Co Ltd,2181,Japan,0.00%
Sega Sammy Holdings Inc,6460,Japan,0.00%
HASEKO Corp,1808,Japan,0.00%
Skylark Holdings Co Ltd,3197,Japan,0.00%
Hitachi Metals Ltd,5486,Japan,0.00%
Hbis Co Ltd,000709,China,0.00%
Guangzhou Haige Communications Group Inc Co,002465,China,0.00%
Wuxi Taiji Industry Co Ltd,600667,China,0.00%
Zhongtian Financial Group Co Ltd,000540,China,0.00%
Wuchan Zhongda Group Co Ltd,600704,China,0.00%
Sinopec Shanghai Petrochemical Co Ltd,600688,China,0.00%
COSCO SHIPPING Energy Transportation Co Ltd,600026,China,0.00%
Guangdong Hongda Blasting Co Ltd Class A,002683,China,0.00%
Jiangsu Changshu Rural Commercial Bank Co Ltd A,601128,China,0.00%
Weifu High-Technology Group Co Ltd,000581,China,0.00%
Shanxi Taigang Stainless Steel Co Ltd,000825,China,0.00%
Finance Street Holding Co Ltd,000402,China,0.00%
Offshore Oil Engineering Co Ltd,600583,China,0.00%
Tangshan Jidong Cement Co Ltd,000401,China,0.00%
Pangang Group Vanadium Titanium & Resources Co Ltd,000629,China,0.00%
BGF Retail Co Ltd,282330,South Korea,0.00%
Mediobanca SpA,MB,Italy,0.00%
Epiroc AB Share B,EPI B,Sweden,0.00%
Johnson Matthey PLC,JMAT,United Kingdom,0.00%
Coca-Cola HBC AG,CCH,Switzerland,0.00%
VAT Group AG,VACN,Switzerland,0.00%
B&M European Value Retail SA,BME,United Kingdom,0.00%
SCOR SE,SCR,France,0.00%
Indutrade AB,INDT,Sweden,0.00%
Signify NV,LIGHT,Netherlands,0.00%
SimCorp A/S,SIM,Denmark,0.00%
ASR Nederland NV,ASRNL,Netherlands,0.00%
Electrocomponents PLC,ECM,United Kingdom,0.00%
Galapagos NV,GLPG,Belgium,0.00%
voestalpine AG,VOE,Austria,0.00%
Comet Holding AG,COTN,Switzerland,0.00%
AtriCure Inc,ATRC,United States,0.00%
Fulton Financial Corp,FULT,United States,0.00%
First Merchants Corp,FRME,United States,0.00%
BOK Financial Corp,BOKF,United States,0.00%
Hamilton Lane Inc Class A,HLNE,United States,0.00%
Supernus Pharmaceuticals Inc,SUPN,United States,0.00%
Travere Therapeutics Inc Ordinary Shares,TVTX,United States,0.00%
Unum Group,UNM,United States,0.00%
Nkarta Inc Ordinary Shares,NKTX,United States,0.00%
NGM Biopharmaceuticals Inc,NGM,United States,0.00%
Eastman Kodak Co,KODK,United States,0.00%
Yamana Gold Inc,YRI,Canada,0.00%
NOF Corp,4403,Japan,0.00%
Welcia Holdings Co Ltd,3141,Japan,0.00%
Screen Holdings Co Ltd,7735,Japan,0.00%
ITOCHU Techno-Solutions Corp,4739,Japan,0.00%
Kawasaki Heavy Industries Ltd,7012,Japan,0.00%
QIWI PLC ADR,QIWI,Russia,0.00%
China Mobile Ltd ADR,CHL,China,0.00%
Nisshinbo Holdings Inc,3105,Japan,0.00%
Akasol AG Bearer Shares,ASL,Germany,0.00%
Singapore dollar,,,0.00%
Winbond Electronics Corp,2344,Taiwan,0.00%
Gamuda Bhd,5398,Malaysia,0.00%
Gruma SAB de CV Class B,GRUMAB,Mexico,0.00%
Gulf Energy Development PCL NVDR,GULF-R,Thailand,0.00%
MISC Bhd,3816,Malaysia,0.00%
Srisawad Corp PCL DR,SAWAD-R,Thailand,0.00%
Orbia Advance Corp SAB de CV,ORBIA,Mexico,0.00%
Industrias Penoles SAB de CV,PE&OLES,Mexico,0.00%
Spar Group Ltd,SPP,South Africa,0.00%
Home Product Center PCL DR,HMPRO-R,Thailand,0.00%
Turkcell Iletisim Hizmetleri AS,TCELL,Turkey,0.00%
Agility Public Warehousing Co,AGLTY,Kuwait,0.00%
Cosan SA,CSAN3,Brazil,0.00%
Companhia Brasileira De Distribuicao,PCAR3,Brazil,0.00%
Supermax Corp Bhd,7106,Malaysia,0.00%
Cia Paranaense De Energia Copel Participating Preferred,CPLE6,Brazil,0.00%
Centrais Eletricas Brasileiras SA,ELET3,Brazil,0.00%
Boubyan Bank KSC,BOUBYAN,Kuwait,0.00%
TIM SA Ordinary Shares,TIMS3,Brazil,0.00%
PT Merdeka Copper Gold Tbk,MDKA,Indonesia,0.00%
Enel Chile SA,ENELCHILE,Chile,0.00%
Bangkok Bank PCL,BBL-F,Thailand,0.00%
Barito Pacific Tbk,BRPT,Indonesia,0.00%
Aboitiz Equity Ventures Inc,AEV,Philippines,0.00%
Tiger Brands Ltd,TBS,South Africa,0.00%
PT Kalbe Farma Tbk,KLBF,Indonesia,0.00%
Multiplan Empreendimentos Imobiliarios SA,MULT3,Brazil,0.00%
RHB Bank Bhd,1066,Malaysia,0.00%
Dubai Islamic Bank PJSC,DIB,United Arab Emirates,0.00%
Genting Malaysia Bhd,4715,Malaysia,0.00%
BTS Group Holdings PLC DR,BTS-R,Thailand,0.00%
Bangkok Expressway and Metro PCL Units Non-voting depository receipts,BEM-R,Thailand,0.00%
Thai Oil PCL DR,TOP-R,Thailand,0.00%
Banco de Credito e Inversiones SA,BCI,Chile,0.00%
Charoen Pokphand Foods PCL DR,CPF-R,Thailand,0.00%
Land and Houses PCL DR,LH-R,Thailand,0.00%
Electricity Generating PCL DR,EGCO-R,Thailand,0.00%
Sul America SA Unit,SULA11,Brazil,0.00%
Quebecor Inc Class B,QBR.B,Canada,0.00%
S-1 Corp,012750,South Korea,0.00%
American Eagle Outfitters Inc,AEO,United States,0.00%
Sanderson Farms Inc,SAFM,United States,0.00%
Arconic Corp Ordinary Shares,ARNC,United States,0.00%
Dorman Products Inc,DORM,United States,0.00%
H.B. Fuller Co,FUL,United States,0.00%
Insight Enterprises Inc,NSIT,United States,0.00%
TripAdvisor Inc,TRIP,United States,0.00%
MGE Energy Inc,MGEE,United States,0.00%
Columbia Sportswear Co,COLM,United States,0.00%
Cogent Communications Holdings Inc,CCOI,United States,0.00%
Stepan Co,SCL,United States,0.00%
Goodyear Tire & Rubber Co,GT,United States,0.00%
LGI Homes Inc,LGIH,United States,0.00%
Steven Madden Ltd,SHOO,United States,0.00%
Helmerich & Payne Inc,HP,United States,0.00%
Medifast Inc,MED,United States,0.00%
CommScope Holding Co Inc,COMM,United States,0.00%
